"name","magnet_link","Size","File","Age","Seed","Leech","Type"
"Haunted Transylvania 2 2018 WEBRip 720p x264","magnet:?xt=urn:btih:149cb6cef0d5b1b1c05a47214df130e04a103e9f&dn=Haunted Transylvania 2 2018 WEBRip 720p x264&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","614.37 MB","2","11 hours ago","893","588","Movie"
"Haunted Transylvania 2 2018 WEBRip 1080p x264","magnet:?xt=urn:btih:0e71492696a79b79fe6f593f52d058b5753bb7ee&dn=Haunted Transylvania 2 2018 WEBRip 1080p x264&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.15 GB","2","11 hours ago","66","510","Movie"
"Fahrenheit 451 2018 BluRay 1080p x264","magnet:?xt=urn:btih:e2f4f214e82393a03ec4a35c6e9dc19c9b16242d&dn=Fahrenheit 451 2018 BluRay 1080p x264&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.61 GB","2","11 hours ago","659","737","Movie"
"Champions 2018 BluRay 720p x264","magnet:?xt=urn:btih:3514179b62425afd84c5d3ba7bb792d17ca5cc30&dn=Champions 2018 BluRay 720p x264&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.04 GB","2","11 hours ago","1,188","652","Movie"
"Devious Nanny 2018 1080p AMZN WEB DL DDP2 0 x264 ABM[EtHD]","magnet:?xt=urn:btih:b5ebf7f9b3fb7f46908ae8c6391b77b22103dd2d&dn=Devious Nanny 2018 1080p AMZN WEB DL DDP2 0 x264 ABM[EtHD]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","3.94 GB","2","11 hours ago","29","41","Movie"
"Furthest Witness 2018 HDRip AC3 X264 CMRG[EtMovies]","magnet:?xt=urn:btih:e9a62e288cce7678ed12327cbfdb24716aed0f7e&dn=Furthest Witness 2018 HDRip AC3 X264 CMRG[EtMovies]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.33 GB","3","11 hours ago","21","20","Movie"
"Lost child 2018 HDRip AC3 X264 CMRG[EtMovies]","magnet:?xt=urn:btih:c77def82ae6228a7e1942f2f761b8305e79e23f6&dn=Lost child 2018 HDRip AC3 X264 CMRG[EtMovies]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.32 GB","3","11 hours ago","22","7","Movie"
"Class Rank 2017 1080p NF WEB DL DDP5 1 x264 NTG[EtHD]","magnet:?xt=urn:btih:add3b6e62072c899a95e3e0be730f2e881b67319&dn=Class Rank 2017 1080p NF WEB DL DDP5 1 x264 NTG[EtHD]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","3.96 GB","2","11 hours ago","4","15","Movie"
"Cardinals 2017 720p BluRay DTS x264 HDS[EtHD]","magnet:?xt=urn:btih:9eef1298341f45b859940301eb59cf29db2cbcb3&dn=Cardinals 2017 720p BluRay DTS x264 HDS[EtHD]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","3.53 GB","2","11 hours ago","6","16","Movie"
"Dead List 2018 1080p WEB DL AAC2 0 H 264 MooMa[EtHD]","magnet:?xt=urn:btih:154c49adb598b26db5b28995b28101f139da4768&dn=Dead List 2018 1080p WEB DL AAC2 0 H 264 MooMa[EtHD]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","2.98 GB","2","11 hours ago","33","51","Movie"
"Lost Child 2018 HDRip XviD AC3 EVO[EtMovies]","magnet:?xt=urn:btih:ddde4b9e18de5dd7596b10e086bf3255a02b2f04&dn=Lost Child 2018 HDRip XviD AC3 EVO[EtMovies]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.37 GB","3","11 hours ago","44","35","Movie"
"The Jurassic Games 2018 720p BluRay DD5 1 x264 HDS[EtHD]","magnet:?xt=urn:btih:98cc53a3bf4671b8e29caaa6d2d25d9fe92dd16c&dn=The Jurassic Games 2018 720p BluRay DD5 1 x264 HDS[EtHD]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","3.06 GB","2","11 hours ago","14","20","Movie"
"Lost Child 2018 720p AMZN WEB DL DDP5 1 H 264 NTG[EtHD]","magnet:?xt=urn:btih:f09de014063e1f1e2a5af34f20054f1799fec3d7&dn=Lost Child 2018 720p AMZN WEB DL DDP5 1 H 264 NTG[EtHD]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.63 GB","7","11 hours ago","17","3","Movie"
"Bad Tutor 2018 1080p AMZN WEB DL DDP2 0 x264 ABM[EtHD]","magnet:?xt=urn:btih:2d2a70a6bfc43918037dbbaa98078f6b50550ace&dn=Bad Tutor 2018 1080p AMZN WEB DL DDP2 0 x264 ABM[EtHD]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","3.40 GB","2","11 hours ago","30","28","Movie"
"Love on the Sidelines 2016 1080p WEB DL DD5 1 H264 PfXCPI[EtHD]","magnet:?xt=urn:btih:8874044fde68e9b08f654c80c8c4530fb0c450a7&dn=Love on the Sidelines 2016 1080p WEB DL DD5 1 H264 PfXCPI[EtHD]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","3.39 GB","2","11 hours ago","10","19","Movie"
"Furthest Witness 2018 HDRip XviD AC3 EVO[EtMovies]","magnet:?xt=urn:btih:68ad0df3995602d471cf0403f94c822d8408ae82&dn=Furthest Witness 2018 HDRip XviD AC3 EVO[EtMovies]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.27 GB","3","11 hours ago","67","33","Movie"
"A Prayer Before Dawn 2017 1080p WEBRip x264 EiDER","magnet:?xt=urn:btih:2691a67dbc2069533399046c1a70eb7e071506a2&dn=A Prayer Before Dawn 2017 1080p WEBRip x264 EiDER&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","4.03 GB","3","11 hours ago","2","2","Movie"
"Brave Little Tailor (1938) Walt Disney 1080p H264 AC 3 (DTS 5 1) Remastered & nickarad","magnet:?xt=urn:btih:e97fb4f6002803785b20cc9bb6ae694ae02eddc6&dn=Brave Little Tailor (1938) Walt Disney 1080p H264 AC 3 (DTS 5 1) Remastered & nickarad&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","271.09 MB","4","12 hours ago","3","11","Movie"
"Boat Builders (1938) Walt Disney 1080p H264 AC 3 (DTS 5 1) Remastered & nickarad","magnet:?xt=urn:btih:d20a613c8ecb0a76565fd3e4aa7525e89b7e45fb&dn=Boat Builders (1938) Walt Disney 1080p H264 AC 3 (DTS 5 1) Remastered & nickarad&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","221.28 MB","4","12 hours ago","1","8","Movie"
"Lost Child 2018 Movies 720p HDRip x264 5 1 ESubs with Sample ☻rDX☻","magnet:?xt=urn:btih:cd48d7d9ac19b9babde32bfcf675a16480ae510f&dn=Lost Child 2018 Movies 720p HDRip x264 5 1 ESubs with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","960.80 MB","2","12 hours ago","0","0","Movie"
"RoboCop 3 (1993) Robert John Burke 1080p H264 AC 3 (DolbyDigital 5 1) Remastered & nickarad","magnet:?xt=urn:btih:7f3a38e60fbe97e58ea5729664180694860b6490&dn=RoboCop 3 (1993) Robert John Burke 1080p H264 AC 3 (DolbyDigital 5 1) Remastered & nickarad&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.96 GB","3","12 hours ago","2","8","Movie"
"RoboCop 2 (1990) Peter Weller 1080p H264 AC 3 (DolbyDigital 5 1) Remastered & nickarad","magnet:?xt=urn:btih:7086c8b1b08bdf8f1de2300b5a797fd4c2b57228&dn=RoboCop 2 (1990) Peter Weller 1080p H264 AC 3 (DolbyDigital 5 1) Remastered & nickarad&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","2.09 GB","3","12 hours ago","2","7","Movie"
"RoboCop (1987) Peter Weller 1080p H264 AC 3 (DolbyDigital 5 1) Remastered & nickarad","magnet:?xt=urn:btih:9f0e40bf9739baf13358d2c06c5a3d3627e642c7&dn=RoboCop (1987) Peter Weller 1080p H264 AC 3 (DolbyDigital 5 1) Remastered & nickarad&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.89 GB","3","12 hours ago","2","8","Movie"
"Lost Child 2018 Movies 720p HDRip x264 AAC ESubs with Sample ☻rDX☻","magnet:?xt=urn:btih:0d1b1f4017989e829678aeb9de199f95f7ae8087&dn=Lost Child 2018 Movies 720p HDRip x264 AAC ESubs with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","820.43 MB","2","12 hours ago","2","1","Movie"
"Fahrenheit 451 2018 Movies 720p BluRay x264 5 1 with Sample ☻rDX☻","magnet:?xt=urn:btih:ce0a364d2cb1b09ca40faebd258f6d9e7493dcf2&dn=Fahrenheit 451 2018 Movies 720p BluRay x264 5 1 with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","956.63 MB","2","12 hours ago","0","0","Movie"
"Fahrenheit 451 2018 Movies 720p BluRay x264 AAC with Sample ☻rDX☻","magnet:?xt=urn:btih:a5a7bafcf9d9c8acefe86aa15734966c045d350c&dn=Fahrenheit 451 2018 Movies 720p BluRay x264 AAC with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","816.77 MB","2","12 hours ago","0","0","Movie"
"The Great Story Of Sodabuddi (2018) [720p WEBHD x264] [Hindi Dubbed AAC] (Starshade) mkv","https://www.get-express-vpn.com/torrent-vpn?offer=3monthsfree&a_fid=katcr","1.28 GB","1","13 hours ago","4","4","Movie"
"The First Purge 2018 Movies 720p HDRip x264 5 1 with Sample ☻rDX☻","magnet:?xt=urn:btih:5bab9979be3f7e41f11c8b82a82cfb52427ee11a&dn=The First Purge 2018 Movies 720p HDRip x264 5 1 with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1,008.51 MB","2","14 hours ago","3","24","Movie"
"The First Purge 2018 Movies 720p HDRip x264 AAC with Sample ☻rDX☻","magnet:?xt=urn:btih:7edce50081d75fd2abdba9f7c21ef200e11afd0d&dn=The First Purge 2018 Movies 720p HDRip x264 AAC with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","828.11 MB","2","14 hours ago","2","54","Movie"
"The Good Dinosaur 2015 1080p Bluray x264 Greek Audio-Sexmeup [Braveheart]","magnet:?xt=urn:btih:234ffca2680d45919baa6fd4a1f45192d398b2b4&dn=The Good Dinosaur 2015 1080p Bluray x264 Greek Audio-Sexmeup [Braveheart]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","2.54 GB","2","14 hours ago","3","4","Movie"
"Winter Ridge (2018) 720p Web DL x264 AAC ESubs   Downloadhub","magnet:?xt=urn:btih:7bd6da3eae1471583e9c9d6c298a803f95a89781&dn=Winter Ridge (2018) 720p Web DL x264 AAC ESubs   Downloadhub&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","680.49 MB","5","14 hours ago","23","20","Movie"
"Furthest Witness 2018 Movies 720p HDRip x264 5 1 ESubs with Sample ☻rDX☻","magnet:?xt=urn:btih:bbb48d1256de3d5145edbb0fa5fa563110f9e365&dn=Furthest Witness 2018 Movies 720p HDRip x264 5 1 ESubs with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.14 GB","2","15 hours ago","19","14","Movie"
"Furthest Witness 2018 Movies 720p HDRip x264 AAC ESubs with Sample ☻rDX☻","magnet:?xt=urn:btih:3cc0daefc8868efd3f3f68710f475f5a72a9922c&dn=Furthest Witness 2018 Movies 720p HDRip x264 AAC ESubs with Sample ☻rDX☻&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","841.07 MB","2","15 hours ago","1","19","Movie"
"Class Rank 2017 720p NF WEB-DL DDP5 1 x264-NTG[TGx]","magnet:?xt=urn:btih:0c97fd2f0c70595a38cb8c2d61f44f3dfeae2b5b&dn=Class Rank 2017 720p NF WEB-DL DDP5 1 x264-NTG[TGx]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","2.34 GB","7","15 hours ago","2","9","Movie"
"D L Hughley Contrarian 2018 NF WEB-DL DDP2 0 x264-NTG[TGx]","magnet:?xt=urn:btih:24b0acd1be0de23e479ac904b7a47cd126438312&dn=D L Hughley Contrarian 2018 NF WEB-DL DDP2 0 x264-NTG[TGx]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","613.08 MB","7","15 hours ago","50","19","Movie"
"Class Rank 2017 1080p NF WEB-DL DDP5 1 x264-NTG[TGx]","magnet:?xt=urn:btih:7dd1c8145360c9be30bb43bffe2188fe910ad177&dn=Class Rank 2017 1080p NF WEB-DL DDP5 1 x264-NTG[TGx]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","3.96 GB","7","15 hours ago","2","10","Movie"
"The First Purge (2018) 720p Web DL x264 AAC ESubs   Downloadhub","magnet:?xt=urn:btih:4a69c12eb500ec22d595ad61b3d05ed594009d20&dn=The First Purge (2018) 720p Web DL x264 AAC ESubs   Downloadhub&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","762.49 MB","5","15 hours ago","62","36","Movie"
"Class Rank 2017 NF WEB-DL DDP2 0 x264-NTG[TGx]","magnet:?xt=urn:btih:0e048782f6c1fbdff661507d444ddb52026c39e5&dn=Class Rank 2017 NF WEB-DL DDP2 0 x264-NTG[TGx]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.06 GB","7","15 hours ago","9","12","Movie"
"The Wrong Car 2016 WEBRip x264 ION10","magnet:?xt=urn:btih:090d48efb493d14d44115b7a32e88551f7ac21a1&dn=The Wrong Car 2016 WEBRip x264 ION10&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","837.50 MB","4","15 hours ago","38","23","Movie"
"The Bachelor Next Door 2017 WEBRip x264 ION10","magnet:?xt=urn:btih:d3ab76d90378c80ca32ae8861680f9213086d4a1&dn=The Bachelor Next Door 2017 WEBRip x264 ION10&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","812.66 MB","4","15 hours ago","31","39","Movie"
"Pete Kellys Blues 1955 1080p BluRay x264 DAA","magnet:?xt=urn:btih:0f7d089969b2ed21814ae0687d2e65f9bac9c8b3&dn=Pete Kellys Blues 1955 1080p BluRay x264 DAA&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","6.55 GB","2","15 hours ago","31","36","Movie"
"Bad Tutor 2018 WEBRip x264 ION10","magnet:?xt=urn:btih:e76455ddfc3b7ae428c0cfbd057459e314f09fff&dn=Bad Tutor 2018 WEBRip x264 ION10&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","836.00 MB","3","15 hours ago","28","24","Movie"
"Indie Game The Movie 2012 1080p BluRay x264 DAA","magnet:?xt=urn:btih:b0ee55ef40c9bfc030151d154b2381d7c6bfb35e&dn=Indie Game The Movie 2012 1080p BluRay x264 DAA&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","6.55 GB","2","15 hours ago","27","8","Movie"
"My Man Godfrey 1936 iNTERNAL 1080p BluRay x264 LiBRARiANS","magnet:?xt=urn:btih:9fccd7c415d7e1bbb672d07d2d33a5afefafdb16&dn=My Man Godfrey 1936 iNTERNAL 1080p BluRay x264 LiBRARiANS&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","10.57 GB","3","15 hours ago","19","28","Movie"
"The Wrong Car 2016 1080p AMZN WEBRip DDP2 0 x264 ABM","magnet:?xt=urn:btih:45d7f9918804b28655035994e170d4fadf0bf6f9&dn=The Wrong Car 2016 1080p AMZN WEBRip DDP2 0 x264 ABM&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","3.68 GB","2","15 hours ago","3","2","Movie"
"Furthest Witness 2017 WEBRip x264 ION10","magnet:?xt=urn:btih:85f5d8c616f458b16dca6aa21552b3113b774961&dn=Furthest Witness 2017 WEBRip x264 ION10&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","853.84 MB","3","15 hours ago","54","31","Movie"
"Lost Child 2018 WEBRip x264 ION10","magnet:?xt=urn:btih:c77d4b55504accf0c45ea2d18d6b615bf634d69d&dn=Lost Child 2018 WEBRip x264 ION10&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","964.07 MB","3","15 hours ago","22","33","Movie"
"Destry 1954 WEBRip x264 ION10","magnet:?xt=urn:btih:d6062069ee7329ba625c22a2e6bbafb17d760e36&dn=Destry 1954 WEBRip x264 ION10&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","923.33 MB","4","15 hours ago","46","33","Movie"
"A Wedding to Die For 2017 WEBRip x264 ION10","magnet:?xt=urn:btih:d28ae0c6cd5b70cde7a7793af41bba30fde970d8&dn=A Wedding to Die For 2017 WEBRip x264 ION10&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","868.86 MB","4","15 hours ago","27","17","Movie"
"Secret Liaison 2013 WEBRip x264 ION10","magnet:?xt=urn:btih:57dd0e4e09bb485915394f31933521daf06c68b3&dn=Secret Liaison 2013 WEBRip x264 ION10&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","864.74 MB","4","15 hours ago","20","15","Movie"
"Devious Nanny 2018 WEBRip x264 ION10","magnet:?xt=urn:btih:9d94c32210009d827783822c5b44436de22f8050&dn=Devious Nanny 2018 WEBRip x264 ION10&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","836.18 MB","4","15 hours ago","75","38","Movie"
"Seduced by a Stranger 2017 WEBRip x264 ION10","magnet:?xt=urn:btih:25b302053fe33ff0a4399b9bb8e4c406dc446563&dn=Seduced by a Stranger 2017 WEBRip x264 ION10&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","845.94 MB","3","15 hours ago","31","27","Movie"
"Premium Rush 2012 1080p BluRay x264 DAA","magnet:?xt=urn:btih:aef9b2ce71dcc1d0e2c6a0d27c20332ddff0d485&dn=Premium Rush 2012 1080p BluRay x264 DAA&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","9.82 GB","2","15 hours ago","55","62","Movie"
"Ride in the Whirlwind 1966 1080p BluRay x264 DAA","magnet:?xt=urn:btih:6824fdfac9b2ea44534ccff689cb6147fc4e15fc&dn=Ride in the Whirlwind 1966 1080p BluRay x264 DAA&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","5.46 GB","2","15 hours ago","40","40","Movie"
"Movie 43 2013 1080p BluRay x264 DAA","magnet:?xt=urn:btih:f190000afc8965f1c4e2925a2351c678fd92a7de&dn=Movie 43 2013 1080p BluRay x264 DAA&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","7.65 GB","2","15 hours ago","19","31","Movie"
"The Predator 2018 720p HDCAM x264 [MW]","magnet:?xt=urn:btih:4c5bcb52a6a989207e077fc59676a7df40374ce5&dn=The Predator 2018 720p HDCAM x264 [MW]&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.23 GB","1","16 hours ago","18","43","Movie"
"Johnny English Strikes Again 2018 New Src HDCAM x264 AC3 NeNi","magnet:?xt=urn:btih:f86b7bf367dd72a3e7efe8ea1832449354fb77c9&dn=Johnny English Strikes Again 2018 New Src HDCAM x264 AC3 NeNi&tr=udp://tracker.leechers-paradise.org:6969&tr=udp://tracker.coppersurfer.tk:6969&tr=udp://tracker.opentrackr.org:1337&tr=udp://tracker.pirateparty.gr:6969&tr=udp://eddie4.nl:6969","1.32 GB","2","17 hours ago","60","58","Movie"
